,betweenness_centrality_normalized,degree_normalized
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0017825311942959,0.0
15,0.0,0.0
16,0.0071301247771836,0.0003117123344199008
17,0.0035650623885918,0.0009326467302637076
18,0.0,0.0
19,0.0,0.0
20,0.0053475935828877,0.0
21,0.008912655971479501,4.479392215702264e-05
22,0.0053475935828877,0.0007190907416225236
23,0.023172905525846704,0.0011776093997787345
24,0.0017825311942959,0.00014519738533742415
25,0.012477718360071301,0.005309950025869608
26,0.0017825311942959,0.0
27,0.0035650623885918,8.761976631763581e-05
28,0.0,0.0
29,0.0017825311942959,0.0005850889759442513
30,0.0017825311942959,1.734657278206507e-05
31,0.0,0.0
32,0.0053475935828877,0.00014943478891651013
33,0.0017825311942959,0.0
34,0.0,0.0
35,0.0035650623885918,0.0004229484924323707
36,0.0,0.0
37,0.0017825311942959,0.0
38,0.0,0.0
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,0.0017825311942959,8.007236051191648e-05
43,0.0,0.0
44,0.0053475935828877,5.1241807258023455e-05
45,0.0,0.0
46,0.0017825311942959,0.000115907538067195
47,0.0017825311942959,0.0
48,0.0035650623885918,0.0
49,0.0017825311942959,0.0
50,0.026737967914438502,0.009817621547796357
51,0.0017825311942959,0.0
52,0.0,0.0
53,0.0017825311942959,0.0
54,0.0,0.0
55,0.016042780748663103,0.005661648670997276
56,0.0017825311942959,0.0
57,0.017825311942959002,0.004487252255266413
58,0.0,0.0
59,0.40641711229946526,0.2227766512239298
60,0.0,0.0
61,0.0,0.0
62,0.0,0.0
63,0.0053475935828877,0.0005151764062321895
64,0.0,0.0
65,0.0,0.0
66,0.0,0.0
67,0.0017825311942959,0.009155453299779171
68,0.0071301247771836,0.0006225994794828213
69,0.008912655971479501,2.514376421051517e-05
70,0.0,0.0
71,0.0,0.0
72,0.0142602495543672,0.0025818980621180126
73,0.0035650623885918,5.074366556113692e-06
74,0.16042780748663102,0.052232975406795855
75,0.0,0.0
76,0.0106951871657754,0.0008583030053555916
77,0.016042780748663103,0.0014886100015358299
78,0.0,0.0
79,0.0,0.0
80,0.0017825311942959,0.0
81,0.0,0.0
82,0.0017825311942959,0.0
83,0.0,0.0
84,0.0,0.0
85,0.0,0.0
86,0.0017825311942959,0.0
87,0.0053475935828877,0.0003023854338649028
88,0.0017825311942959,0.00017288270807174326
89,0.0,0.0
90,0.0,0.0
91,0.0,0.0
92,0.0035650623885918,0.0
93,0.023172905525846704,0.004575187148929012
94,0.0,0.0
95,0.0017825311942959,0.0
96,0.0017825311942959,0.0
97,0.0,0.0
98,0.0,0.0
99,0.0,0.0
100,0.026737967914438502,0.004378977655384328
101,0.0,0.0
102,0.017825311942959002,0.0004845649701880542
103,0.0017825311942959,0.0
104,0.0,0.0
105,0.0,0.0
106,0.0017825311942959,0.0
107,0.0,0.0
108,0.0035650623885918,0.0009078763994676114
109,0.0017825311942959,0.0
110,0.0,0.0
111,0.0,0.0
112,0.0017825311942959,0.00017923166310135206
113,0.0,0.0
114,0.0,0.0
115,0.0035650623885918,2.627469168189824e-06
116,0.0,0.0
117,0.0,0.0
118,0.0,0.0
119,0.0017825311942959,0.0016045679922812375
120,0.0,0.0
121,0.0035650623885918,0.0
122,0.0053475935828877,3.6435819535585044e-05
123,0.0,0.0
124,0.0,0.0
125,0.0106951871657754,0.0014651940831478544
126,0.0,0.0
127,0.0017825311942959,0.0
128,0.0035650623885918,0.00101393876991808
129,0.0,0.0
130,0.0,0.0
131,0.0017825311942959,0.0005284086517784337
132,0.0071301247771836,0.0006913131470962827
133,0.0017825311942959,0.0
134,0.0,0.0
135,0.016042780748663103,0.009318134248524164
136,0.0035650623885918,0.0006345485803520952
137,0.0017825311942959,0.0
138,0.0,0.0
139,0.0,0.0
140,0.023172905525846704,0.003482503106554018
141,0.0,0.0
142,0.0,0.0
143,0.0,0.0
144,0.0,0.0
145,0.0,0.0
146,0.0,0.0
147,0.0035650623885918,0.00039111385216348643
148,0.008912655971479501,0.0009110892793165377
149,0.0071301247771836,7.275299068841001e-05
150,0.0017825311942959,0.0
151,0.0,0.0
152,0.0,0.0
153,0.0071301247771836,0.0005275918622834125
154,0.0,0.0
155,0.0,0.0
156,0.0,0.0
157,0.0,0.0
158,0.0017825311942959,6.750513065373283e-05
159,0.0,0.0
160,0.0,0.0
161,0.0,0.0
162,0.0,0.0
163,0.0,0.0
164,0.0035650623885918,0.0004130765252134553
165,0.017825311942959002,0.0015955280691166316
166,0.0,0.0
167,0.0,0.0
168,0.0,0.0
169,0.0,0.0
170,0.0,0.0
171,0.0,0.0
172,0.0017825311942959,0.0
173,0.0,0.0
174,0.0,0.0
175,0.0071301247771836,5.3277543511945694e-05
176,0.0,0.0
177,0.0,0.0
178,0.0,0.0
179,0.0,0.0
180,0.0,0.0
181,0.0,0.0
182,0.012477718360071301,0.0031551978317361997
183,0.0,0.0
184,0.0017825311942959,0.001779896434110949
185,0.0017825311942959,0.0016235540783825434
186,0.0,0.0
187,0.0071301247771836,0.0006674049775947535
188,0.0,0.0
189,0.0,0.0
190,0.0,0.0
191,0.0071301247771836,0.00451151221190025
192,0.0,0.0
193,0.0017825311942959,0.0
194,0.0,0.0
195,0.0,0.0
196,0.0213903743315508,0.003887576107073866
197,0.0017825311942959,1.5474887438435567e-05
198,0.0,0.0
199,0.024955436720142603,0.001428043951821071
200,0.0,0.0
201,0.0035650623885918,8.093756452146186e-06
202,0.0,0.0
203,0.0017825311942959,0.0
204,0.0,0.0
205,0.0,0.0
206,0.0,0.0
207,0.0,0.0
208,0.0106951871657754,0.0002903897276550158
209,0.0017825311942959,8.28013030926889e-05
210,0.0,0.0
211,0.0338680926916221,0.007166117898225637
212,0.0053475935828877,0.0
213,0.0,0.0
214,0.0,0.0
215,0.0035650623885918,0.0001476694087556916
216,0.0213903743315508,0.006788765136555422
217,0.0,0.0
218,0.0,0.0
219,0.0017825311942959,0.0
220,0.0035650623885918,0.00011058729463906154
221,0.0106951871657754,0.002544361083968093
222,0.0053475935828877,2.9671354058377507e-05
223,0.0,0.0
224,0.0017825311942959,4.442984722953394e-05
225,0.0035650623885918,0.0008162687907277273
226,0.0,0.0
227,0.0017825311942959,1.87780859946015e-05
228,0.0071301247771836,0.003144883624652292
229,0.0,0.0
230,0.0,0.0
231,0.0106951871657754,0.000639479945549989
232,0.0,0.0
233,0.0017825311942959,0.0
234,0.0035650623885918,1.0799031843788992e-05
235,0.0017825311942959,0.0
236,0.0053475935828877,0.00042265972444008077
237,0.012477718360071301,0.00032075238802313104
238,0.008912655971479501,0.0004911453258418517
239,0.0,0.0
240,0.0,0.0
241,0.0017825311942959,0.0
242,0.0,0.0
243,0.0017825311942959,0.0
244,0.0,0.0
245,0.0035650623885918,0.00025358613508056764
246,0.0,0.0
247,0.0,0.0
248,0.0017825311942959,0.0002043379765317183
249,0.0017825311942959,0.0006274248929177378
250,0.0035650623885918,0.0006115175259790637
251,0.0,0.0
252,0.0,0.0
253,0.0,0.0
254,0.0017825311942959,0.0
255,0.0,0.0
256,0.0,0.0
257,0.0,0.0
258,0.0,0.0
259,0.0017825311942959,0.0
260,0.0017825311942959,0.0
261,0.0,0.0
262,0.0,0.0
263,0.0017825311942959,0.0007109185437859009
264,0.012477718360071301,0.0021373827167537897
265,0.0,0.0
266,0.0035650623885918,7.05857494290812e-05
267,0.0035650623885918,0.00045744136133584016
268,0.0,0.0
269,0.0035650623885918,0.00013624300532668357
270,0.0035650623885918,0.0
271,0.0017825311942959,0.0
272,0.0,0.0
273,0.0,0.0
274,0.0,0.0
275,0.0,0.0
276,0.0,0.0
277,0.0,0.0
278,0.0,0.0
279,0.0,0.0
280,0.0,0.0
281,0.0053475935828877,1.9630314839922118e-05
282,0.0071301247771836,0.00019643298987679866
283,0.0053475935828877,0.0003655149299974618
284,0.0053475935828877,0.00014032062011594211
285,0.0,0.0
286,0.0,0.0
287,0.0,0.0
288,0.0,0.0
289,0.0017825311942959,0.0
290,0.008912655971479501,0.0003138963846962891
291,0.0,0.0
292,0.0035650623885918,0.00016862906423699238
293,0.33511586452762926,0.2364053913989223
294,0.0017825311942959,0.0
295,0.0035650623885918,0.00043514370821865275
296,0.0017825311942959,0.0
